abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;classfication;defense;experience_growth;height_m;hp;japanese_name;english_name;french_name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
Sturdy, Rock Head, Heavy Metal;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;90;8960;35;430;90;Iron Armor Pokemon;140;1250000;0.9;60;Kodora???;Lairon;Galegon;50;305;50;50;40;steel;rock;120.0;3;0
Sturdy, Rock Head, Heavy Metal;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;140;8960;35;630;45;Iron Armor Pokemon;230;1250000;2.1;70;Bossgodora?????;Aggron;Galeking;50;306;60;80;50;steel;rock;360.0;3;0
Pure Power, Telepathy;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;40;5120;70;280;180;Meditate Pokemon;55;1000000;0.6;30;Asanan????;Meditite;Méditikka;50;307;40;55;60;fighting;psychic;11.2;3;0
Pure Power, Telepathy;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;100;5120;70;510;90;Meditate Pokemon;85;1000000;1.3;60;Charem?????;Medicham;Charmina;50;308;80;85;100;fighting;psychic;31.5;3;0
Static, Lightningrod, Minus;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;45;5120;70;295;120;Lightning Pokemon;40;1250000;0.6;40;Rakurai????;Electrike;Dynavolt;50;309;65;40;65;electric;;15.2;3;0
Static, Lightningrod, Minus;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;75;5120;70;575;45;Discharge Pokemon;80;1250000;1.5;70;Livolt?????;Manectric;Elecsprint;50;310;135;80;135;electric;;40.2;3;0
Plus, Lightningrod;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;50;5120;70;405;200;Cheering Pokemon;40;1000000;0.4;60;Prasle????;Plusle;Posipi;50;311;85;75;95;electric;;4.2;3;0
Minus, Volt Absorb;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;40;5120;70;405;200;Cheering Pokemon;50;1000000;0.4;60;Minun????;Minun;Négapi;50;312;75;85;95;electric;;4.2;3;0
Illuminate, Swarm, Prankster;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;73;3840;70;430;150;Firefly Pokemon;75;600000;0.7;65;Barubeat?????;Volbeat;Muciole;100;313;47;85;85;bug;;17.7;3;0
Oblivious, Tinted Lens, Prankster;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;47;3840;70;430;150;Firefly Pokemon;75;1640000;0.6;65;Illumise?????;Illumise;Lumivole;0;314;73;85;85;bug;;17.7;3;0
Natural Cure, Poison Point, Leaf Guard;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;60;5120;70;400;150;Thorn Pokemon;45;1059860;0.3;50;Roselia????;Roselia;Rosélia;50;315;100;80;65;grass;poison;2.0;3;0
Liquid Ooze, Sticky Hold, Gluttony;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;43;5120;70;302;225;Stomach Pokemon;53;1640000;0.4;70;Gokulin????;Gulpin;Gloupti;50;316;43;53;40;poison;;10.3;3;0
Liquid Ooze, Sticky Hold, Gluttony;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;73;5120;70;467;75;Poison Bag Pokemon;83;1640000;1.7;100;Marunoom?????;Swalot;Avaltout;50;317;73;83;55;poison;;80.0;3;0
Rough Skin, Speed Boost;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;90;5120;35;305;225;Savage Pokemon;20;1250000;0.8;45;Kibanha????;Carvanha;Carvanha;50;318;65;20;65;water;dark;20.8;3;0
Rough Skin, Speed Boost;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;140;5120;35;560;60;Brutal Pokemon;70;1250000;1.8;70;Samehader?????;Sharpedo;Sharpedo;50;319;110;65;105;water;dark;88.8;3;0
Water Veil, Oblivious, Pressure;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;70;10240;70;400;125;Ball Whale Pokemon;35;1640000;2.0;130;Hoeruko????;Wailmer;Wailmer;50;320;70;35;60;water;;130.0;3;0
Water Veil, Oblivious, Pressure;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;90;10240;70;500;60;Float Whale Pokemon;45;1640000;14.5;170;Whaloh?????;Wailord;Wailord;50;321;90;45;60;water;;398.0;3;0
Oblivious, Simple, Own Tempo;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4;60;5120;70;305;255;Numb Pokemon;40;1000000;0.7;60;Donmel????;Numel;Chamallot;50;322;65;45;35;fire;ground;24.0;3;0
Magma Armor, Solid Rock, Anger Point;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4;120;5120;70;560;150;Eruption Pokemon;100;1000000;1.9;70;Bakuuda????;Camerupt;Camérupt;50;323;145;105;20;fire;ground;220.0;3;0
White Smoke, Drought, Shell Armor;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;85;5120;70;470;90;Coal Pokemon;140;1000000;0.5;70;Cotoise????;Torkoal;Chartor;50;324;85;70;20;fire;;80.4;3;0
Thick Fat, Own Tempo, Gluttony;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;25;5120;70;330;255;Bounce Pokemon;35;800000;0.7;60;Baneboo????;Spoink;Spoink;50;325;70;80;60;psychic;;30.6;3;0
Thick Fat, Own Tempo, Gluttony;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;45;5120;70;470;60;Manipulate Pokemon;65;800000;0.9;80;Boopig?????;Grumpig;Groret;50;326;90;110;80;psychic;;71.5;3;0
Own Tempo, Tangled Feet, Contrary;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;360;255;Spot Panda Pokemon;60;800000;1.1;60;Patcheel?????;Spinda;Spinda;50;327;60;60;60;normal;;5.0;3;0
Hyper Cutter, Arena Trap, Sheer Force;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;100;5120;70;290;255;Ant Pit Pokemon;45;1059860;0.7;45;Nuckrar?????;Trapinch;Kraknoix;50;328;45;45;10;ground;;15.0;3;0
Levitate;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;70;5120;70;340;120;Vibration Pokemon;50;1059860;1.1;50;Vibrava?????;Vibrava;Vibraninf;50;329;50;50;70;ground;dragon;15.3;3;0
Levitate;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;100;5120;70;520;45;Mystic Pokemon;80;1059860;2.0;80;Flygon?????;Flygon;Libégon;50;330;80;80;100;ground;dragon;82.0;3;0
Sand Veil, Water Absorb;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;85;5120;35;335;190;Cactus Pokemon;40;1059860;0.4;50;Sabonea????;Cacnea;Cacnéa;50;331;85;40;35;grass;;51.3;3;0
Sand Veil, Water Absorb;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;115;5120;35;475;60;Scarecrow Pokemon;60;1059860;1.3;70;Noctus????;Cacturne;Cacturne;50;332;115;60;55;grass;dark;77.4;3;0
Natural Cure, Cloud Nine;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;40;5120;70;310;255;Cotton Bird Pokemon;60;600000;0.4;45;Tyltto????;Swablu;Tylton;50;333;40;75;50;normal;flying;1.2;3;0
Natural Cure, Cloud Nine;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;110;5120;70;590;45;Humming Pokemon;110;600000;1.1;75;Tyltalis?????;Altaria;Altaria;50;334;110;105;80;dragon;flying;20.6;3;0
Immunity, Toxic Boost;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;115;5120;70;458;90;Cat Ferret Pokemon;60;600000;1.3;73;Zangoose?????;Zangoose;Mangriff;50;335;60;60;90;normal;;40.3;3;0
Shed Skin, Infiltrator;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;100;5120;70;458;90;Fang Snake Pokemon;60;1640000;2.7;73;Habunake?????;Seviper;Séviper;50;336;100;60;65;poison;;52.5;3;0
Levitate;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2;55;6400;70;460;45;Meteorite Pokemon;65;800000;1.0;90;Lunatone?????;Lunatone;Séléroc;;337;95;85;70;rock;psychic;168.0;3;0
Levitate;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2;95;6400;70;460;45;Meteorite Pokemon;85;800000;1.2;90;Solrock?????;Solrock;Solaroc;;338;55;65;70;rock;psychic;154.0;3;0
Oblivious, Anticipation, Hydration;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;48;5120;70;288;190;Whiskers Pokemon;43;1000000;0.4;50;Dojoach?????;Barboach;Barloche;50;339;46;41;60;water;ground;1.9;3;0
Oblivious, Anticipation, Hydration;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;78;5120;70;468;75;Whiskers Pokemon;73;1000000;0.9;110;Namazun????;Whiscash;Barbicha;50;340;76;71;60;water;ground;23.6;3;0
Hyper Cutter, Shell Armor, Adaptability;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;80;3840;70;308;205;Ruffian Pokemon;65;1640000;0.6;43;Heigani????;Corphish;Ecrapince;50;341;50;35;35;water;;11.5;3;0
Hyper Cutter, Shell Armor, Adaptability;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;120;3840;70;468;155;Rogue Pokemon;85;1640000;1.1;63;Shizariger?????;Crawdaunt;Colhomard;50;342;90;55;55;water;dark;32.8;3;0
Levitate;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2;40;5120;70;300;255;Clay Doll Pokemon;55;1000000;0.5;40;Yajilon????;Baltoy;Balbuto;;343;40;70;55;ground;psychic;21.5;3;0
Levitate;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2;70;5120;70;500;90;Clay Doll Pokemon;105;1000000;1.5;60;Nendoll?????;Claydol;Kaorine;;344;70;120;75;ground;psychic;108.0;3;0
Suction Cups, Storm Drain;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1;41;7680;70;355;45;Sea Lily Pokemon;77;600000;1.0;66;Lilyla????;Lileep;Lilia;88.1;345;61;87;23;rock;grass;23.8;3;0
Suction Cups, Storm Drain;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1;81;7680;70;495;45;Barnacle Pokemon;97;600000;1.5;86;Yuradle?????;Cradily;Vacilys;88.1;346;81;107;43;rock;grass;60.4;3;0
Battle Armor, Swift Swim;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;95;7680;70;355;45;Old Shrimp Pokemon;50;600000;0.7;45;Anopth????;Anorith;Anorith;88.1;347;40;50;75;rock;bug;12.5;3;0
Battle Armor, Swift Swim;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;125;7680;70;495;45;Plate Pokemon;100;600000;1.5;75;Armaldo?????;Armaldo;Armaldo;88.1;348;70;80;45;rock;bug;68.2;3;0
Swift Swim, Oblivious, Adaptability;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;15;5120;70;200;255;Fish Pokemon;20;600000;0.6;20;Hinbass????;Feebas;Barpau;50;349;10;55;80;water;;7.4;3;0
Marvel Scale, Competitive, Cute Charm;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;60;5120;70;540;60;Tender Pokemon;79;600000;6.2;95;Milokaross?????;Milotic;Milobellus;50;350;100;125;81;water;;162.0;3;0
Forecast;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;6400;70;420;45;Weather Pokemon;70;1000000;0.3;70;Powalen????;Castform;Morphéo;50;351;70;70;70;normal;;0.8;3;0
Color Change, Protean;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;90;5120;70;440;200;Color Swap Pokemon;70;1059860;1.0;60;Kakureon?????;Kecleon;Kecleon;50;352;60;120;40;normal;;22.0;3;0
Insomnia, Frisk, Cursed Body;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;75;6400;35;295;225;Puppet Pokemon;35;800000;0.6;44;Kagebouzu?????;Shuppet;Polichombr;50;353;63;33;45;ghost;;2.3;3;0
Insomnia, Frisk, Cursed Body;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;165;6400;35;555;45;Marionette Pokemon;75;800000;1.1;64;Juppeta?????;Banette;Branette;50;354;93;83;75;ghost;;12.5;3;0
Levitate, Frisk;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;40;6400;35;295;190;Requiem Pokemon;90;800000;0.8;20;Yomawaru????;Duskull;Skelénox;50;355;30;90;25;ghost;;15.0;3;0
Pressure, Frisk;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;70;6400;35;455;90;Beckon Pokemon;130;800000;1.6;40;Samayouru?????;Dusclops;Téraclope;50;356;60;130;25;ghost;;30.6;3;0
Chlorophyll, Solar Power, Harvest;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;68;6400;70;460;200;Fruit Pokemon;83;1250000;2.0;99;Tropius?????;Tropius;Tropius;50;357;72;87;51;grass;flying;100.0;3;0
Levitate;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;50;6400;70;455;45;Wind Chime Pokemon;80;800000;0.6;75;Chirean????;Chimecho;Eoko;50;358;95;90;65;psychic;;1.0;3;0
Pressure, Super Luck, Justified;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;150;6400;35;565;30;Disaster Pokemon;60;1059860;1.2;65;Absol????;Absol;Absol;50;359;115;60;115;dark;;47.0;3;0
Shadow Tag, Telepathy;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;23;5120;70;260;125;Bright Pokemon;48;1000000;0.6;95;Sohnano????;Wynaut;Okéoké;50;360;23;48;23;psychic;;14.0;3;0
Inner Focus, Ice Body, Moody;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;5120;70;300;190;Snow Hat Pokemon;50;1000000;0.7;50;Yukiwarashi?????;Snorunt;Stalgamin;50;361;50;50;50;ice;;16.8;3;0
Inner Focus, Ice Body, Moody;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;120;5120;70;580;75;Face Pokemon;80;1000000;1.5;80;Onigohri?????;Glalie;Oniglali;50;362;120;80;100;ice;;256.5;3;0
Thick Fat, Ice Body, Oblivious;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;40;5120;70;290;255;Clap Pokemon;50;1059860;0.8;70;Tamazarashi?????;Spheal;Obalie;50;363;55;50;25;ice;water;39.5;3;0
Thick Fat, Ice Body, Oblivious;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;60;5120;70;410;120;Ball Roll Pokemon;70;1059860;1.1;90;Todoggler?????;Sealeo;Phogleur;50;364;75;70;45;ice;water;87.6;3;0
Thick Fat, Ice Body, Oblivious;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;80;5120;70;530;45;Ice Break Pokemon;90;1059860;1.4;110;Todoseruga?????;Walrein;Kaymorse;50;365;95;90;65;ice;water;150.6;3;0
Shell Armor, Rattled;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;64;5120;70;345;255;Bivalve Pokemon;85;600000;0.4;35;Pearlulu????;Clamperl;Coquiperl;50;366;74;55;32;water;;52.5;3;0
Swift Swim, Water Veil;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;104;5120;70;485;60;Deep Sea Pokemon;105;600000;1.7;55;Huntail?????;Huntail;Serpang;50;367;94;75;52;water;;27.0;3;0
Swift Swim, Hydration;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;84;5120;70;485;60;South Sea Pokemon;105;600000;1.8;55;Sakurabyss?????;Gorebyss;Rosabyss;50;368;114;75;52;water;;22.6;3;0
Swift Swim, Rock Head, Sturdy;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;90;10240;70;485;25;Longevity Pokemon;130;1250000;1.0;100;Glanth?????;Relicanth;Relicanth;88.1;369;45;65;55;water;rock;23.4;3;0
Swift Swim, Hydration;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;30;5120;70;330;225;Rendezvous Pokemon;55;800000;0.6;43;Lovecus????;Luvdisc;Lovdisc;24.6;370;40;65;97;water;;8.7;3;0
Rock Head, Sheer Force;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;75;10240;35;300;45;Rock Head Pokemon;60;1250000;0.6;45;Tatsubay????;Bagon;Draby;50;371;40;30;50;dragon;;42.1;3;0
Rock Head, Overcoat;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;95;10240;35;420;45;Endurance Pokemon;100;1250000;1.1;65;Komoruu????;Shelgon;Drackhaus;50;372;60;50;50;dragon;;110.5;3;0
Intimidate, Moxie;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;145;10240;35;700;45;Dragon Pokemon;130;1250000;1.5;95;Bohmander?????;Salamence;Drattak;50;373;120;90;120;dragon;flying;102.6;3;0
Clear Body, Light Metal;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;55;10240;35;300;3;Iron Ball Pokemon;80;1250000;0.6;40;Dumbber????;Beldum;Terhal;;374;35;60;30;steel;psychic;95.2;3;0
Clear Body, Light Metal;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;75;10240;35;420;3;Iron Claw Pokemon;100;1250000;1.2;60;Metang????;Metang;Métang;;375;55;80;50;steel;psychic;202.5;3;0
Clear Body, Light Metal;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;145;10240;35;700;3;Iron Leg Pokemon;150;1250000;1.6;80;Metagross?????;Metagross;Métalosse;;376;105;110;110;steel;psychic;550.0;3;0
Clear Body, Sturdy;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;100;20480;35;580;3;Rock Peak Pokemon;200;1250000;1.7;80;Regirock?????;Regirock;Regirock;;377;50;100;50;rock;;230.0;3;1
Clear Body, Ice Body;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;20480;35;580;3;Iceberg Pokemon;100;1250000;1.8;80;Regice?????;Regice;Regice;;378;100;200;50;ice;;175.0;3;1
Clear Body, Light Metal;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;75;20480;35;580;3;Iron Pokemon;150;1250000;1.9;80;Registeel?????;Registeel;Registeel;;379;75;150;50;steel;;205.0;3;1
Levitate;2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5;100;30720;90;700;3;Eon Pokemon;120;1250000;1.4;80;Latias?????;Latias;Latias;0;380;140;150;110;dragon;psychic;40.0;3;1
Levitate;2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5;130;30720;90;700;3;Eon Pokemon;100;1250000;2.0;80;Latios?????;Latios;Latios;100;381;160;120;110;dragon;psychic;60.0;3;1
Drizzle;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;150;30720;0;770;3;Sea Basin Pokemon;90;1250000;4.5;100;Kyogre?????;Kyogre;Kyogre;;382;180;160;90;water;;352.0;3;1
Drought;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;180;30720;0;770;3;Continent Pokemon;160;1250000;3.5;100;Groudon?????;Groudon;Groudon;;383;150;90;90;ground;;950.0;3;1
Air Lock;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;180;30720;0;780;45;Sky High Pokemon;100;1250000;7.0;105;Rayquaza?????;Rayquaza;Rayquaza;;384;180;100;115;dragon;flying;206.5;3;1
Serene Grace;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;100;30720;100;600;3;Wish Pokemon;100;1250000;0.3;100;Jirachi????;Jirachi;Jirachi;;385;100;100;100;steel;psychic;1.1;3;1
Pressure;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;95;30720;0;600;3;DNA Pokemon;90;1250000;1.7;50;Deoxys?????;Deoxys;Deoxys;;386;95;90;180;psychic;;60.8;3;1
Overgrow, Shell Armor;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;68;5120;70;318;45;Tiny Leaf Pokemon;64;1059860;0.4;55;Naetle????;Turtwig;Tortipouss;88.1;387;45;55;31;grass;;10.2;4;0
Overgrow, Shell Armor;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;89;5120;70;405;45;Grove Pokemon;85;1059860;1.1;75;Hayashigame?????;Grotle;Boskara;88.1;388;55;65;36;grass;;97.0;4;0
Overgrow, Shell Armor;2;1;1;0;1;1;2;2;1;1;0.5;4;1;1;1;0.5;1;1;109;5120;70;525;45;Continent Pokemon;105;1059860;2.2;95;Dodaitose?????;Torterra;Torterra;88.1;389;75;85;56;grass;ground;310.0;4;0
Blaze, Iron Fist;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;58;5120;70;309;45;Chimp Pokemon;44;1059860;0.5;44;Hikozaru????;Chimchar;Ouisticram;88.1;390;58;44;61;fire;;6.2;4;0
Blaze, Iron Fist;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;78;5120;70;405;45;Playful Pokemon;52;1059860;0.9;64;Moukazaru?????;Monferno;Chimpenfeu;88.1;391;78;52;81;fire;fighting;22.0;4;0
Blaze, Iron Fist;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;104;5120;70;534;45;Flame Pokemon;71;1059860;1.2;76;Goukazaru?????;Infernape;Simiabraz;88.1;392;104;71;108;fire;fighting;55.0;4;0
Torrent, Defiant;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;51;5120;70;314;45;Penguin Pokemon;53;1059860;0.4;53;Pochama?????;Piplup;Tiplouf;88.1;393;61;56;40;water;;5.2;4;0
Torrent, Defiant;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;66;5120;70;405;45;Penguin Pokemon;68;1059860;0.8;64;Pottaishi?????;Prinplup;Prinplouf;88.1;394;81;76;50;water;;23.0;4;0
Torrent, Defiant;0.5;1;0.5;2;0.5;2;1;0.5;1;1;2;0.25;0.5;0;0.5;0.5;0.25;0.5;86;5120;70;530;45;Emperor Pokemon;88;1059860;1.7;84;Emperte?????;Empoleon;Pingoléon;88.1;395;111;101;60;water;steel;84.5;4;0
Keen Eye, Reckless;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;3840;70;245;255;Starling Pokemon;30;1059860;0.3;40;Mukkuru????;Starly;Etourmi;50;396;30;30;60;normal;flying;2.0;4;0
Intimidate, Reckless;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;75;3840;70;340;120;Starling Pokemon;50;1059860;0.6;55;Mukubird?????;Staravia;Etourvol;50;397;40;40;80;normal;flying;15.5;4;0
Intimidate, Reckless;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;120;3840;70;485;45;Predator Pokemon;70;1059860;1.2;85;Mukuhawk?????;Staraptor;Etouraptor;50;398;50;60;100;normal;flying;24.9;4;0
Simple, Unaware, Moody;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;45;3840;70;250;255;Plump Mouse Pokemon;40;1000000;0.5;59;Bippa???;Bidoof;Keunotor;50;399;35;40;31;normal;;20.0;4;0
Simple, Unaware, Moody;1;1;1;2;1;2;0.5;1;0;2;1;0.5;1;1;1;1;0.5;0.5;85;3840;70;410;127;Beaver Pokemon;60;1000000;1.0;79;Beadaru????;Bibarel;Castorno;50;400;55;60;71;normal;water;31.5;4;0
Shed Skin, Run Away;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;25;3840;70;194;255;Cricket Pokemon;41;1059860;0.3;37;Korobohshi?????;Kricketot;Crikzik;50;401;25;41;25;bug;;2.2;4;0
Swarm, Technician;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;85;3840;70;384;45;Cricket Pokemon;51;1059860;1.0;77;Korotock?????;Kricketune;Mélokrik;50;402;55;51;65;bug;;25.5;4;0
Rivalry, Intimidate, Guts;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;65;5120;70;263;235;Flash Pokemon;34;1059860;0.5;45;Kolink????;Shinx;Lixy;50;403;40;34;45;electric;;9.5;4;0
Rivalry, Intimidate, Guts;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;5120;100;363;120;Spark Pokemon;49;1059860;0.9;60;Luxio????;Luxio;Luxio;50;404;60;49;60;electric;;30.5;4;0
Rivalry, Intimidate, Guts;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;120;5120;70;523;45;Gleam Eyes Pokemon;79;1059860;1.4;80;Rentorar?????;Luxray;Luxray;50;405;95;79;70;electric;;42.0;4;0
Natural Cure, Poison Point, Leaf Guard;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;30;5120;70;280;255;Bud Pokemon;35;1059860;0.2;40;Subomie????;Budew;Rozbouton;50;406;50;70;55;grass;poison;1.2;4;0
Natural Cure, Poison Point, Technician;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;70;5120;70;515;75;Bouquet Pokemon;65;1059860;0.9;60;Roserade?????;Roserade;Roserade;50;407;125;105;90;grass;poison;14.5;4;0
Mold Breaker, Sheer Force;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;125;7680;70;350;45;Head Butt Pokemon;40;600000;0.9;67;Zugaidos?????;Cranidos;Kranidos;88.1;408;30;30;58;rock;;31.5;4;0
